  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   474,     P-999,   2025/07/27 05:39:50,Picarro_Sample_Tray-95,       2,        -8.253,       -15.480,      -158.073,        -0.050,         12283,      -1,    1,                                        ,                                        ,                 H2O, 1753620265.55,         0.204,         0.179,         0.673,         0.150,        90.136,        -0.000,         0.003,         1.525,        48.169,        25.854,         0.644,        43.357,         0.941,        -0.089,       -0.0000,       -0.0000,    0,        39.500,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   475,     P-999,   2025/07/27 05:48:50,Picarro_Sample_Tray-95,       3,        -8.281,       -15.519,      -158.785,        -0.057,         12254,      -1,    1,                                        ,                                        ,                 H2O, 1753620805.04,         0.197,         0.183,         0.707,         0.157,        89.095,         0.000,         0.004,         1.498,        47.978,        25.877,         0.642,        43.292,         0.941,        -0.038,       -0.0000,       -0.0000,    0,        39.438,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   476,     P-999,   2025/07/27 05:57:51,Picarro_Sample_Tray-95,       4,        -8.283,       -15.562,      -159.098,        -0.036,         12324,       0,    1,                                        ,                                        ,                 H2O, 1753621345.70,         0.187,         0.178,         0.666,         0.141,        89.602,         0.000,         0.004,         1.509,        48.294,        25.865,         0.646,        44.026,         0.941,        -0.018,       -0.0000,       -0.0000,    0,        39.375,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   477,     P-999,   2025/07/27 06:06:50,Picarro_Sample_Tray-95,       5,        -8.283,       -15.514,      -159.340,        -0.062,         12297,       0,    1,                                        ,                                        ,                 H2O, 1753621885.35,         0.186,         0.166,         0.615,         0.147,        91.481,        -0.000,         0.004,         1.541,        48.254,        25.708,         0.640,        43.758,         0.941,        -0.028,        0.0000,        0.0000,    0,        39.375,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   478,     P-999,   2025/07/27 06:15:50,Picarro_Sample_Tray-95,       6,        -8.262,       -15.519,      -159.467,        -0.038,         12234,       0,    1,                                        ,                                        ,                 H2O, 1753622425.15,         0.179,         0.178,         0.564,         0.140,        90.003,         0.000,         0.003,         1.520,        47.960,        25.456,         0.638,        44.102,         0.941,         0.045,       -0.0000,       -0.0000,    0,        39.375,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   479,     P-999,   2025/07/27 06:24:50,Picarro_Sample_Tray-95,       7,        -8.272,       -15.518,      -159.474,        -0.049,         12251,       0,    1,                                        ,                                        ,                 H2O, 1753622965.36,         0.189,         0.173,         0.601,         0.142,        88.906,         0.000,         0.003,         1.505,        48.007,        25.594,         0.650,        43.833,         0.941,         0.025,        0.0000,       -0.0000,    0,        39.438,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   480,     P-999,   2025/07/27 06:33:50,Picarro_Sample_Tray-95,       8,        -8.277,       -15.532,      -159.645,        -0.046,         12342,       0,    1,                                        ,                                        ,                 H2O, 1753623505.00,         0.199,         0.168,         0.666,         0.151,        89.867,         0.000,         0.003,         1.515,        48.405,        25.876,         0.647,        44.090,         0.940,         0.024,       -0.0000,       -0.0000,    0,        39.438,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   481,     P-999,   2025/07/27 06:42:50,Picarro_Sample_Tray-95,       9,        -8.301,       -15.550,      -159.670,        -0.061,         12292,       0,    1,                                        ,                                        ,                 H2O, 1753624044.76,         0.182,         0.158,         0.594,         0.146,        89.676,         0.000,         0.003,         1.508,        48.189,        25.695,         0.640,        44.000,         0.942,         0.041,        0.0000,       -0.0000,    0,        39.438,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   482,     P-999,   2025/07/27 06:51:50,Picarro_Sample_Tray-95,      10,        -8.299,       -15.559,      -159.699,        -0.054,         12236,       0,    1,                                        ,                                        ,                 H2O, 1753624584.28,         0.201,         0.179,         0.642,         0.156,        90.190,        -0.000,         0.005,         1.521,        47.911,        25.595,         0.642,        43.872,         0.940,         0.054,       -0.0000,       -0.0000,    0,        39.500,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   483,     P-999,   2025/07/27 07:00:50,Picarro_Sample_Tray-95,      11,        -8.268,       -15.531,      -159.704,        -0.037,         12215,       0,    1,                                        ,                                        ,                 H2O, 1753625125.21,         0.186,         0.176,         0.586,         0.145,        89.712,         0.000,         0.002,         1.514,        47.818,        25.530,         0.637,        43.879,         0.940,         0.019,        0.0000,       -0.0000,    0,        39.438,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   484,     P-999,   2025/07/27 07:09:51,Picarro_Sample_Tray-95,      12,        -8.282,       -15.530,      -159.778,        -0.052,         12271,       0,    1,                                        ,                                        ,                 H2O, 1753625664.55,         0.187,         0.160,         0.635,         0.145,        90.945,        -0.000,         0.003,         1.534,        48.134,        25.737,         0.637,        43.417,         0.941,        -0.056,        0.0000,        0.0000,    0,        39.438,Picarro_Sample_Tray,      95,       3,    UBC_01,       0,       1
   485,    P-1000,   2025/07/27 07:19:03,Picarro_Sample_Tray-96,       1,        -8.517,       -16.014,      -165.923,        -0.030,         12600,      -1,    1,                                        ,                                        ,                 H2O, 1753626217.87,         0.190,         0.172,         0.640,         0.139,        89.794,         0.000,         0.004,         1.513,        49.658,        26.556,         0.652,        44.109,         0.941,        -0.093,       -0.0000,        0.0000,    0,        39.438,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   486,    P-1000,   2025/07/27 07:28:03,Picarro_Sample_Tray-96,       2,        -8.538,       -16.039,      -166.250,        -0.037,         12324,      -1,    1,                                        ,                                        ,                 H2O, 1753626758.89,         0.184,         0.161,         0.655,         0.147,        90.271,         0.000,         0.003,         1.521,        48.351,        25.658,         0.654,        44.253,         0.940,         0.065,       -0.0000,        0.0000,    0,        39.312,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   487,    P-1000,   2025/07/27 07:37:04,Picarro_Sample_Tray-96,       3,        -8.533,       -16.043,      -166.459,        -0.031,         12345,      -1,    1,                                        ,                                        ,                 H2O, 1753627299.51,         0.201,         0.175,         0.698,         0.150,        88.296,         0.000,         0.002,         1.487,        48.505,        25.711,         0.645,        44.052,         0.943,        -0.038,        0.0000,       -0.0000,    0,        39.312,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   488,    P-1000,   2025/07/27 07:46:04,Picarro_Sample_Tray-96,       4,        -8.550,       -16.041,      -166.519,        -0.049,         12276,       0,    1,                                        ,                                        ,                 H2O, 1753627838.33,         0.196,         0.158,         0.639,         0.152,        89.338,         0.000,         0.003,         1.513,        48.139,        25.747,         0.648,        43.537,         0.941,        -0.004,        0.0000,       -0.0000,    0,        39.375,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   489,    P-1000,   2025/07/27 07:55:03,Picarro_Sample_Tray-96,       5,        -8.569,       -16.063,      -166.522,        -0.056,         12245,       0,    1,                                        ,                                        ,                 H2O, 1753628378.22,         0.195,         0.171,         0.654,         0.155,        89.439,         0.000,         0.002,         1.505,        47.957,        25.701,         0.648,        43.505,         0.940,        -0.008,        0.0000,       -0.0000,    0,        39.438,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   490,    P-1000,   2025/07/27 08:04:04,Picarro_Sample_Tray-96,       6,        -8.561,       -16.031,      -166.468,        -0.065,         12294,       0,    1,                                        ,                                        ,                 H2O, 1753628918.81,         0.183,         0.175,         0.642,         0.140,        90.624,        -0.000,         0.001,         1.527,        48.221,        25.853,         0.647,        43.326,         0.941,        -0.063,       -0.0000,        0.0000,    0,        39.438,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   491,    P-1000,   2025/07/27 08:13:03,Picarro_Sample_Tray-96,       7,        -8.573,       -16.093,      -166.630,        -0.044,         12246,       0,    1,                                        ,                                        ,                 H2O, 1753629457.41,         0.183,         0.169,         0.619,         0.136,        88.235,         0.000,         0.001,         1.494,        47.950,        25.687,         0.637,        43.693,         0.941,         0.029,        0.0000,       -0.0000,    0,        39.500,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   492,    P-1000,   2025/07/27 08:22:01,Picarro_Sample_Tray-96,       8,        -8.534,       -16.038,      -166.629,        -0.034,         12312,       0,    1,                                        ,                                        ,                 H2O, 1753629996.54,         0.215,         0.179,         0.712,         0.156,        87.031,         0.001,         0.002,         1.470,        48.317,        25.748,         0.648,        43.822,         0.942,         0.025,        0.0000,       -0.0000,    0,        39.500,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   493,    P-1000,   2025/07/27 08:31:02,Picarro_Sample_Tray-96,       9,        -8.534,       -16.030,      -166.601,        -0.038,         12270,       0,    1,                                        ,                                        ,                 H2O, 1753630536.84,         0.180,         0.176,         0.604,         0.134,        88.548,         0.000,         0.002,         1.493,        48.166,        25.697,         0.633,        43.298,         0.941,        -0.093,        0.0000,        0.0000,    0,        39.812,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   494,    P-1000,   2025/07/27 08:40:01,Picarro_Sample_Tray-96,      10,        -8.529,       -16.028,      -166.565,        -0.035,         12267,       0,    1,                                        ,                                        ,                 H2O, 1753631076.47,         0.188,         0.170,         0.627,         0.145,        89.259,         0.000,         0.002,         1.510,        48.082,        25.638,         0.643,        43.858,         0.941,         0.045,        0.0000,        0.0000,    0,        39.938,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   495,    P-1000,   2025/07/27 08:49:02,Picarro_Sample_Tray-96,      11,        -8.581,       -16.075,      -166.645,        -0.062,         12307,       0,    1,                                        ,                                        ,                 H2O, 1753631616.80,         0.189,         0.164,         0.644,         0.148,        89.638,         0.000,         0.002,         1.510,        48.227,        25.686,         0.648,        44.164,         0.939,         0.088,       -0.0000,        0.0000,    0,        40.125,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   496,    P-1000,   2025/07/27 08:58:00,Picarro_Sample_Tray-96,      12,        -8.527,       -16.046,      -166.720,        -0.023,         12289,       0,    1,                                        ,                                        ,                 H2O, 1753632155.01,         0.198,         0.168,         0.671,         0.153,        88.254,         0.000,         0.001,         1.496,        48.269,        25.686,         0.643,        43.398,         0.941,        -0.114,       -0.0000,       -0.0000,    0,        40.188,Picarro_Sample_Tray,      96,       3,    UBC_01,       0,       1
   497,    P-1001,   2025/07/27 09:07:13,Picarro_Sample_Tray-103,       1,        -8.132,       -15.250,      -159.105,        -0.051,         12837,      -1,    1,                                        ,                                        ,                 H2O, 1753632708.15,         0.178,         0.174,         0.604,         0.133,        90.741,         0.000,         0.002,         1.523,        50.733,        26.884,         0.664,        45.450,         0.943,        -0.058,        0.0000,        0.0000,    0,        40.375,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   498,    P-1001,   2025/07/27 09:16:14,Picarro_Sample_Tray-103,       2,        -8.102,       -15.208,      -158.724,        -0.044,         12315,      -1,    1,                                        ,                                        ,                 H2O, 1753633249.02,         0.179,         0.157,         0.584,         0.146,        89.117,        -0.000,         0.001,         1.502,        48.356,        25.640,         0.643,        44.198,         0.941,        -0.046,       -0.0000,       -0.0000,    0,        40.438,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   499,    P-1001,   2025/07/27 09:25:15,Picarro_Sample_Tray-103,       3,        -8.075,       -15.180,      -158.553,        -0.031,         12338,      -1,    1,                                        ,                                        ,                 H2O, 1753633790.40,         0.185,         0.171,         0.613,         0.142,        88.094,         0.000,         0.001,         1.486,        48.499,        25.816,         0.636,        43.600,         0.940,        -0.060,       -0.0000,       -0.0000,    0,        40.500,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   500,    P-1001,   2025/07/27 09:34:16,Picarro_Sample_Tray-103,       4,        -8.086,       -15.180,      -158.437,        -0.043,         12287,       0,    1,                                        ,                                        ,                 H2O, 1753634330.60,         0.191,         0.182,         0.618,         0.145,        87.928,         0.000,         0.001,         1.480,        48.215,        25.900,         0.646,        43.139,         0.939,        -0.078,        0.0000,       -0.0000,    0,        40.562,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   501,    P-1001,   2025/07/27 09:43:16,Picarro_Sample_Tray-103,       5,        -8.087,       -15.191,      -158.426,        -0.037,         12278,       0,    1,                                        ,                                        ,                 H2O, 1753634870.88,         0.204,         0.176,         0.612,         0.156,        89.194,         0.000,         0.001,         1.503,        48.180,        25.637,         0.651,        43.785,         0.940,        -0.048,       -0.0000,       -0.0000,    0,        40.562,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   502,    P-1001,   2025/07/27 09:52:17,Picarro_Sample_Tray-103,       6,        -8.092,       -15.174,      -158.405,        -0.051,         12379,       0,    1,                                        ,                                        ,                 H2O, 1753635411.74,         0.191,         0.169,         0.630,         0.148,        89.027,         0.000,         0.001,         1.502,        48.593,        25.948,         0.650,        44.160,         0.940,         0.031,       -0.0000,       -0.0000,    0,        40.625,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   503,    P-1001,   2025/07/27 10:01:17,Picarro_Sample_Tray-103,       7,        -8.085,       -15.198,      -158.499,        -0.032,         12399,       0,    1,                                        ,                                        ,                 H2O, 1753635952.05,         0.186,         0.156,         0.552,         0.146,        88.187,         0.000,         0.001,         1.490,        48.742,        25.912,         0.639,        44.081,         0.940,        -0.074,        0.0000,       -0.0000,    0,        40.688,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   504,    P-1001,   2025/07/27 10:10:17,Picarro_Sample_Tray-103,       8,        -8.073,       -15.185,      -158.458,        -0.027,         12263,       0,    1,                                        ,                                        ,                 H2O, 1753636492.32,         0.191,         0.167,         0.668,         0.152,        87.850,         0.000,         0.000,         1.475,        48.121,        25.868,         0.649,        42.846,         0.942,        -0.142,       -0.0000,       -0.0000,    0,        40.688,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   505,    P-1001,   2025/07/27 10:19:17,Picarro_Sample_Tray-103,       9,        -8.107,       -15.198,      -158.412,        -0.054,         12279,       0,    1,                                        ,                                        ,                 H2O, 1753637031.99,         0.198,         0.184,         0.706,         0.149,        87.590,         0.001,         0.002,         1.480,        48.137,        25.675,         0.643,        43.859,         0.939,         0.035,        0.0000,       -0.0000,    0,        40.812,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   506,    P-1001,   2025/07/27 10:28:18,Picarro_Sample_Tray-103,      10,        -8.081,       -15.190,      -158.366,        -0.032,         12334,       0,    1,                                        ,                                        ,                 H2O, 1753637573.15,         0.194,         0.189,         0.636,         0.140,        87.181,         0.001,         0.000,         1.468,        48.381,        25.772,         0.650,        44.209,         0.940,         0.042,       -0.0000,       -0.0000,    0,        40.812,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   507,    P-1001,   2025/07/27 10:37:18,Picarro_Sample_Tray-103,      11,        -8.071,       -15.173,      -158.373,        -0.031,         12379,       0,    1,                                        ,                                        ,                 H2O, 1753638113.65,         0.189,         0.182,         0.616,         0.152,        88.699,         0.000,         0.001,         1.493,        48.656,        25.899,         0.641,        43.870,         0.941,        -0.069,        0.0000,       -0.0000,    0,        40.875,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   508,    P-1001,   2025/07/27 10:46:18,Picarro_Sample_Tray-103,      12,        -8.064,       -15.175,      -158.433,        -0.023,         12316,       0,    1,                                        ,                                        ,                 H2O, 1753638653.29,         0.202,         0.185,         0.638,         0.151,        89.416,        -0.000,         0.003,         1.508,        48.364,        25.745,         0.651,        43.802,         0.940,        -0.041,       -0.0000,       -0.0000,    0,        40.875,Picarro_Sample_Tray,     103,       4,    UBC_01,       0,       1
   509,    P-1002,   2025/07/27 10:55:32,Picarro_Sample_Tray-104,       1,        -8.554,       -16.049,      -171.214,        -0.048,         12704,      -1,    1,                                        ,                                        ,                 H2O, 1753639206.80,         0.210,         0.188,         0.640,         0.150,        90.676,         0.000,         0.002,         1.524,        50.128,        26.677,         0.664,        44.765,         0.939,        -0.070,       -0.0000,       -0.0000,    0,        40.938,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   510,    P-1002,   2025/07/27 11:04:32,Picarro_Sample_Tray-104,       2,        -8.576,       -16.060,      -171.990,        -0.065,         12328,      -1,    1,                                        ,                                        ,                 H2O, 1753639746.52,         0.188,         0.176,         0.647,         0.141,        88.506,        -0.000,         0.002,         1.503,        48.370,        25.816,         0.642,        43.678,         0.939,        -0.009,       -0.0000,        0.0000,    0,        40.938,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   511,    P-1002,   2025/07/27 11:13:32,Picarro_Sample_Tray-104,       3,        -8.573,       -16.072,      -172.276,        -0.055,         12358,      -1,    1,                                        ,                                        ,                 H2O, 1753640286.35,         0.194,         0.178,         0.628,         0.146,        89.839,         0.000,         0.002,         1.514,        48.478,        26.059,         0.645,        43.483,         0.940,        -0.038,       -0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   512,    P-1002,   2025/07/27 11:22:32,Picarro_Sample_Tray-104,       4,        -8.577,       -16.061,      -172.367,        -0.064,         12320,       0,    1,                                        ,                                        ,                 H2O, 1753640827.30,         0.193,         0.178,         0.692,         0.152,        89.539,        -0.000,         0.001,         1.507,        48.348,        26.002,         0.649,        43.121,         0.940,        -0.072,        0.0000,        0.0000,    0,        40.938,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   513,    P-1002,   2025/07/27 11:31:32,Picarro_Sample_Tray-104,       5,        -8.559,       -16.069,      -172.443,        -0.042,         12322,       0,    1,                                        ,                                        ,                 H2O, 1753641367.30,         0.187,         0.167,         0.605,         0.143,        88.389,         0.000,         0.002,         1.484,        48.384,        26.008,         0.636,        42.909,         0.939,        -0.156,       -0.0000,       -0.0000,    0,        40.938,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   514,    P-1002,   2025/07/27 11:40:32,Picarro_Sample_Tray-104,       6,        -8.593,       -16.084,      -172.424,        -0.069,         12367,       0,    1,                                        ,                                        ,                 H2O, 1753641906.54,         0.176,         0.167,         0.626,         0.144,        90.179,         0.000,         0.002,         1.518,        48.544,        26.054,         0.634,        43.467,         0.939,        -0.047,       -0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   515,    P-1002,   2025/07/27 11:49:32,Picarro_Sample_Tray-104,       7,        -8.536,       -16.037,      -172.449,        -0.036,         12290,       0,    1,                                        ,                                        ,                 H2O, 1753642447.17,         0.205,         0.176,         0.635,         0.157,        87.850,        -0.000,         0.001,         1.484,        48.268,        25.925,         0.640,        42.829,         0.939,        -0.130,        0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   516,    P-1002,   2025/07/27 11:58:33,Picarro_Sample_Tray-104,       8,        -8.555,       -16.057,      -172.490,        -0.045,         12365,       0,    1,                                        ,                                        ,                 H2O, 1753642987.51,         0.193,         0.179,         0.595,         0.151,        89.198,         0.000,         0.001,         1.500,        48.566,        25.847,         0.638,        43.910,         0.941,        -0.038,        0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   517,    P-1002,   2025/07/27 12:07:33,Picarro_Sample_Tray-104,       9,        -8.585,       -16.115,      -172.576,        -0.044,         12330,       0,    1,                                        ,                                        ,                 H2O, 1753643528.19,         0.178,         0.162,         0.626,         0.140,        89.664,         0.000,         0.003,         1.515,        48.399,        25.990,         0.637,        43.152,         0.939,        -0.063,        0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   518,    P-1002,   2025/07/27 12:16:33,Picarro_Sample_Tray-104,      10,        -8.561,       -16.069,      -172.585,        -0.044,         12278,       0,    1,                                        ,                                        ,                 H2O, 1753644068.15,         0.200,         0.195,         0.675,         0.148,        89.351,         0.000,         0.001,         1.501,        48.203,        25.787,         0.646,        43.108,         0.940,        -0.117,        0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   519,    P-1002,   2025/07/27 12:25:33,Picarro_Sample_Tray-104,      11,        -8.563,       -16.080,      -172.610,        -0.041,         12276,       0,    1,                                        ,                                        ,                 H2O, 1753644608.29,         0.188,         0.167,         0.634,         0.145,        88.816,         0.000,         0.002,         1.501,        48.149,        25.643,         0.637,        43.814,         0.940,         0.020,       -0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   520,    P-1002,   2025/07/27 12:34:34,Picarro_Sample_Tray-104,      12,        -8.576,       -16.072,      -172.465,        -0.058,         12298,       0,    1,                                        ,                                        ,                 H2O, 1753645148.89,         0.185,         0.170,         0.609,         0.146,        88.985,        -0.000,         0.002,         1.506,        48.200,        25.882,         0.634,        43.508,         0.940,        -0.017,       -0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       4,    UBC_01,       0,       1
   521,    P-1003,   2025/07/27 12:43:47,Picarro_Sample_Tray-105,       1,        -6.383,       -11.971,      -109.909,        -0.045,         12685,      -1,    1,                                        ,                                        ,                 H2O, 1753645702.52,         0.180,         0.169,         0.701,         0.144,        89.068,         0.000,        -0.005,         1.504,        50.080,        26.220,         0.678,        46.254,         0.940,        -0.018,       -0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   522,    P-1003,   2025/07/27 12:52:48,Picarro_Sample_Tray-105,       2,        -6.339,       -11.875,      -105.366,        -0.051,         12287,      -1,    1,                                        ,                                        ,                 H2O, 1753646243.31,         0.193,         0.162,         0.723,         0.157,        88.426,        -0.000,        -0.006,         1.494,        48.167,        25.766,         0.663,        44.189,         0.940,        -0.074,       -0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   523,    P-1003,   2025/07/27 13:01:49,Picarro_Sample_Tray-105,       3,        -6.285,       -11.776,      -104.342,        -0.051,         12332,      -1,    1,                                        ,                                        ,                 H2O, 1753646783.92,         0.189,         0.170,         0.670,         0.148,        89.122,        -0.000,        -0.004,         1.502,        48.430,        25.609,         0.669,        44.933,         0.940,        -0.033,        0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   524,    P-1003,   2025/07/27 13:10:49,Picarro_Sample_Tray-105,       4,        -6.296,       -11.803,      -103.882,        -0.047,         12325,       0,    1,                                        ,                                        ,                 H2O, 1753647324.51,         0.204,         0.185,         0.662,         0.150,        89.022,         0.000,        -0.003,         1.500,        48.369,        25.778,         0.660,        44.472,         0.941,        -0.086,       -0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   525,    P-1003,   2025/07/27 13:19:50,Picarro_Sample_Tray-105,       5,        -6.298,       -11.788,      -103.620,        -0.056,         12281,       0,    1,                                        ,                                        ,                 H2O, 1753647865.12,         0.202,         0.170,         0.591,         0.157,        88.914,        -0.000,        -0.001,         1.500,        48.192,        25.678,         0.657,        44.170,         0.940,        -0.128,       -0.0000,        0.0000,    0,        41.062,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   526,    P-1003,   2025/07/27 13:28:50,Picarro_Sample_Tray-105,       6,        -6.274,       -11.759,      -103.405,        -0.048,         12319,       0,    1,                                        ,                                        ,                 H2O, 1753648404.85,         0.182,         0.190,         0.654,         0.131,        90.407,        -0.000,        -0.001,         1.526,        48.363,        25.651,         0.661,        44.680,         0.939,        -0.061,        0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   527,    P-1003,   2025/07/27 13:37:50,Picarro_Sample_Tray-105,       7,        -6.257,       -11.763,      -103.373,        -0.029,         12285,       0,    1,                                        ,                                        ,                 H2O, 1753648945.04,         0.173,         0.166,         0.674,         0.132,        89.573,        -0.000,        -0.002,         1.512,        48.262,        25.563,         0.663,        44.312,         0.940,        -0.117,        0.0000,        0.0000,    0,        41.062,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   528,    P-1003,   2025/07/27 13:46:51,Picarro_Sample_Tray-105,       8,        -6.301,       -11.784,      -103.218,        -0.062,         12348,       0,    1,                                        ,                                        ,                 H2O, 1753649485.85,         0.194,         0.181,         0.650,         0.148,        90.240,        -0.000,        -0.001,         1.521,        48.470,        25.467,         0.678,        45.757,         0.940,         0.039,        0.0000,        0.0000,    0,        41.062,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   529,    P-1003,   2025/07/27 13:55:52,Picarro_Sample_Tray-105,       9,        -6.272,       -11.761,      -102.995,        -0.046,         12317,       0,    1,                                        ,                                        ,                 H2O, 1753650026.73,         0.198,         0.172,         0.663,         0.150,        88.210,        -0.000,        -0.002,         1.488,        48.339,        25.488,         0.670,        45.218,         0.938,         0.023,       -0.0000,        0.0000,    0,        41.062,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   530,    P-1003,   2025/07/27 14:04:52,Picarro_Sample_Tray-105,      10,        -6.293,       -11.756,      -102.971,        -0.069,         12323,       0,    1,                                        ,                                        ,                 H2O, 1753650566.87,         0.183,         0.170,         0.623,         0.142,        89.075,        -0.000,        -0.001,         1.504,        48.385,        25.654,         0.666,        44.622,         0.940,        -0.089,       -0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   531,    P-1003,   2025/07/27 14:13:53,Picarro_Sample_Tray-105,      11,        -6.298,       -11.779,      -103.074,        -0.062,         12256,       0,    1,                                        ,                                        ,                 H2O, 1753651107.85,         0.181,         0.176,         0.668,         0.135,        88.604,        -0.000,        -0.001,         1.492,        48.039,        25.624,         0.663,        44.292,         0.939,        -0.049,        0.0000,        0.0000,    0,        41.062,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   532,    P-1003,   2025/07/27 14:22:52,Picarro_Sample_Tray-105,      12,        -6.261,       -11.747,      -102.947,        -0.041,         12343,       0,    1,                                        ,                                        ,                 H2O, 1753651647.37,         0.193,         0.173,         0.686,         0.147,        88.877,        -0.000,        -0.001,         1.504,        48.490,        25.663,         0.679,        44.787,         0.939,        -0.124,        0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     105,       4,    UBC_01,       0,       1
   533,    P-1004,   2025/07/27 14:32:06,Picarro_Sample_Tray-106,       1,        -8.788,       -16.489,      -172.399,        -0.048,         12636,      -1,    1,                                        ,                                        ,                 H2O, 1753652201.10,         0.192,         0.181,         0.677,         0.148,        89.032,         0.001,         0.005,         1.499,        49.790,        26.583,         0.653,        44.382,         0.940,        -0.067,       -0.0000,       -0.0000,    0,        41.125,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   534,    P-1004,   2025/07/27 14:41:06,Picarro_Sample_Tray-106,       2,        -8.865,       -16.653,      -177.668,        -0.038,         12281,      -1,    1,                                        ,                                        ,                 H2O, 1753652740.52,         0.202,         0.188,         0.703,         0.155,        88.043,         0.001,         0.006,         1.483,        48.190,        25.748,         0.633,        43.367,         0.940,        -0.060,       -0.0000,       -0.0000,    0,        41.125,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
